tree_sample_id	genome_record_id	tree_role	selection_reason	background_replicate	country_iso3	country_name	continent	date_lower	date_upper	date_resolution	year	month	project_id	preliminary_lineage_id	lineage_definition_status	sample_id	biosample_accession	assembly_accession	run_accession	sequence_acquisition	local_fasta_path	fastq_r1	fastq_r2	sequence_input_path	total_sequence_length	gc_percent	n_contigs	contig_n50	catalog_qc_status	uniform_qc_status	tree_include	data_freeze_date	fastq_ftp	fastq_bytes	library_layout	read_count	base_count	study_accession	sample_accession	collection_date	country	fastq_ftp_list	fastq_bytes_list	fastq_total_bytes	source_resolution_status	status	r1_path	r2_path	paired_records	qc_input_type	observed_length	observed_gc_percent	observed_n_fraction	observed_contigs	observed_n50	read_q30_min	uniform_qc_reason	tree_include_after_uniform_qc
NOR__SAMEA10057955	BG::SAMEA10057955	global_background	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary	NOR	Norway	Europe	2006-01-01	2006-12-31	year	2006			ptxP3/fim3-2	published_background_annotation_not_model_lineage	SAMEA10057955-ERR6722750	SAMEA10057955		ERR6722750	ena_fastq_download				;						PASS	True	2026-07-24	ftp.sra.ebi.ac.uk/vol1/fastq/ERR672/000/ERR6722750/ERR6722750_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR672/000/ERR6722750/ERR6722750_2.fastq.gz	119875192;151927019	PAIRED	1347010	392789564	PRJEB47526	SAMEA10057955	2006-03-08	Norway	ftp.sra.ebi.ac.uk/vol1/fastq/ERR672/000/ERR6722750/ERR6722750_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR672/000/ERR6722750/ERR6722750_2.fastq.gz	119875192;151927019	271802211	resolved_streamed_fastq_subset	PASS			100000	paired_reads						0.680982		True
NOR__SAMEA10057975	BG::SAMEA10057975	global_background	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary	NOR	Norway	Europe	2009-01-01	2009-12-31	year	2009			ptxP3/fim3-1	published_background_annotation_not_model_lineage	SAMEA10057975-ERR6722770	SAMEA10057975		ERR6722770	ena_fastq_download				;						PASS	True	2026-07-24	ftp.sra.ebi.ac.uk/vol1/fastq/ERR672/000/ERR6722770/ERR6722770_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR672/000/ERR6722770/ERR6722770_2.fastq.gz	214662312;242786659	PAIRED	2084162	587978697	PRJEB47526	SAMEA10057975	2009-01-11	Norway	ftp.sra.ebi.ac.uk/vol1/fastq/ERR672/000/ERR6722770/ERR6722770_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR672/000/ERR6722770/ERR6722770_2.fastq.gz	214662312;242786659	457448971	resolved_streamed_fastq_subset	PASS			100000	paired_reads						0.493041		True
NOR__SAMN03566786	BG::SAMN03566786	global_background	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary	NOR	Norway	Europe	2009-01-01	2009-12-31	year	2009			ptxP3/fim3-1	published_background_annotation_not_model_lineage	SAMN03566786-GCA_001307705.1	SAMN03566786	GCA_001307705		ncbi_assembly_download					4103254	67.5	1	4103254	ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	4103254	67.70974938426917	0.0	1	4103254			True
NOR__SAMEA10057987	BG::SAMEA10057987	global_background	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary	NOR	Norway	Europe	2012-01-01	2012-12-31	year	2012			ptxP3/fim3-2	published_background_annotation_not_model_lineage	SAMEA10057987-ERR6722782	SAMEA10057987		ERR6722782	ena_fastq_download				;						PASS	True	2026-07-24	ftp.sra.ebi.ac.uk/vol1/fastq/ERR672/002/ERR6722782/ERR6722782_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR672/002/ERR6722782/ERR6722782_2.fastq.gz	165647830;196647471	PAIRED	1969098	540012680	PRJEB47526	SAMEA10057987	2012-11-19	Norway	ftp.sra.ebi.ac.uk/vol1/fastq/ERR672/002/ERR6722782/ERR6722782_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR672/002/ERR6722782/ERR6722782_2.fastq.gz	165647830;196647471	362295301	resolved_streamed_fastq_subset	PASS			100000	paired_reads						0.739986		True
NOR__SAMEA10057988	BG::SAMEA10057988	global_background	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary	NOR	Norway	Europe	2012-01-01	2012-12-31	year	2012			MS-MT28	published_background_annotation_not_model_lineage	SAMEA10057988-ERR6722783	SAMEA10057988		ERR6722783	legacy_read_assembly										PASS	True	2026-07-24												0	resolved_legacy_read_assembly					assembly	3895608	67.6820152335656	0.0	359	21013			True
NOR__SAMEA10057989	BG::SAMEA10057989	global_background	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary	NOR	Norway	Europe	2012-01-01	2012-12-31	year	2012			MS-MT28	published_background_annotation_not_model_lineage	SAMEA10057989-ERR6722784	SAMEA10057989		ERR6722784	ena_fastq_download				;						PASS	True	2026-07-24	ftp.sra.ebi.ac.uk/vol1/fastq/ERR672/004/ERR6722784/ERR6722784_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR672/004/ERR6722784/ERR6722784_2.fastq.gz	222486996;257423201	PAIRED	2566446	708356471	PRJEB47526	SAMEA10057989	2012-11-28	Norway	ftp.sra.ebi.ac.uk/vol1/fastq/ERR672/004/ERR6722784/ERR6722784_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR672/004/ERR6722784/ERR6722784_2.fastq.gz	222486996;257423201	479910197	resolved_streamed_fastq_subset	PASS			100000	paired_reads						0.702159		True
NOR__SAMEA10057995	BG::SAMEA10057995	global_background	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary	NOR	Norway	Europe	2013-01-01	2013-12-31	year	2013			ptxP3/fim3-1	published_background_annotation_not_model_lineage	SAMEA10057995-ERR6722790	SAMEA10057995		ERR6722790	ena_fastq_download				;						PASS	True	2026-07-24	ftp.sra.ebi.ac.uk/vol1/fastq/ERR672/000/ERR6722790/ERR6722790_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR672/000/ERR6722790/ERR6722790_2.fastq.gz	137923187;160439279	PAIRED	1368064	400857390	PRJEB47526	SAMEA10057995	2013-06-05	Norway	ftp.sra.ebi.ac.uk/vol1/fastq/ERR672/000/ERR6722790/ERR6722790_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR672/000/ERR6722790/ERR6722790_2.fastq.gz	137923187;160439279	298362466	resolved_streamed_fastq_subset	PASS			100000	paired_reads						0.572276		True
NOR__SAMEA8914580	BG::SAMEA8914580	global_background	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary	NOR	Norway	Europe	2014-01-01	2014-12-31	year	2014			ptxP3/fim3-1	published_background_annotation_not_model_lineage	SAMEA8914580-ERR6096423	SAMEA8914580		ERR6096423	legacy_read_assembly										PASS	True	2026-07-24												0	resolved_legacy_read_assembly					assembly	3872115	67.80495930518593	0.0	404	20716			True
NOR__SAMEA8914583	BG::SAMEA8914583	global_background	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary	NOR	Norway	Europe	2014-01-01	2014-12-31	year	2014			ptxP3/fim3-2	published_background_annotation_not_model_lineage	SAMEA8914583-ERR6096426	SAMEA8914583		ERR6096426	ena_fastq_download				;						PASS	True	2026-07-24	ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/006/ERR6096426/ERR6096426_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/006/ERR6096426/ERR6096426_2.fastq.gz	138467414;132758040	PAIRED	3179790	476009696	PRJEB45681	SAMEA8914583	2014	Norway	ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/006/ERR6096426/ERR6096426_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/006/ERR6096426/ERR6096426_2.fastq.gz	138467414;132758040	271225454	resolved_streamed_fastq_subset	PASS			100000	paired_reads						0.936769		True
NOR__SAMEA8914585	BG::SAMEA8914585	global_background	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary	NOR	Norway	Europe	2014-01-01	2014-12-31	year	2014			United States Sublineage 1	published_background_annotation_not_model_lineage	SAMEA8914585-ERR6096428	SAMEA8914585		ERR6096428	ena_fastq_download				;						PASS	True	2026-07-24	ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/008/ERR6096428/ERR6096428_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/008/ERR6096428/ERR6096428_2.fastq.gz	134420638;127687911	PAIRED	3057818	457647451	PRJEB45681	SAMEA8914585	2014	Norway	ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/008/ERR6096428/ERR6096428_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/008/ERR6096428/ERR6096428_2.fastq.gz	134420638;127687911	262108549	resolved_streamed_fastq_subset	PASS			100000	paired_reads						0.938855		True
NOR__SAMEA10058004	BG::SAMEA10058004	global_background	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary	NOR	Norway	Europe	2015-01-01	2015-12-31	year	2015			United States Sublineage 1	published_background_annotation_not_model_lineage	SAMEA10058004-ERR6722799	SAMEA10058004		ERR6722799	ena_fastq_download				;						PASS	True	2026-07-24	ftp.sra.ebi.ac.uk/vol1/fastq/ERR672/009/ERR6722799/ERR6722799_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR672/009/ERR6722799/ERR6722799_2.fastq.gz	179247293;214170119	PAIRED	2198334	602293298	PRJEB47526	SAMEA10058004	2015-04-22	Norway	ftp.sra.ebi.ac.uk/vol1/fastq/ERR672/009/ERR6722799/ERR6722799_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR672/009/ERR6722799/ERR6722799_2.fastq.gz	179247293;214170119	393417412	resolved_streamed_fastq_subset	PASS			100000	paired_reads						0.778955		True
NOR__SAMEA10058007	BG::SAMEA10058007	global_background	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary	NOR	Norway	Europe	2015-01-01	2015-12-31	year	2015			ptxP3/fim3-2	published_background_annotation_not_model_lineage	SAMEA10058007-ERR6722802	SAMEA10058007		ERR6722802	ena_fastq_download				;						PASS	True	2026-07-24	ftp.sra.ebi.ac.uk/vol1/fastq/ERR672/002/ERR6722802/ERR6722802_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR672/002/ERR6722802/ERR6722802_2.fastq.gz	101896423;124716378	PAIRED	1263240	314058888	PRJEB47526	SAMEA10058007	2015-10-05	Norway	ftp.sra.ebi.ac.uk/vol1/fastq/ERR672/002/ERR6722802/ERR6722802_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR672/002/ERR6722802/ERR6722802_2.fastq.gz	101896423;124716378	226612801	resolved_streamed_fastq_subset	PASS			100000	paired_reads						0.704214		True
NOR__SAMEA8914588	BG::SAMEA8914588	global_background	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary	NOR	Norway	Europe	2015-01-01	2015-12-31	year	2015			others	published_background_annotation_not_model_lineage	SAMEA8914588-ERR6096431	SAMEA8914588		ERR6096431	legacy_read_assembly										PASS	True	2026-07-24												0	resolved_legacy_read_assembly					assembly	3866106	67.81451413903292	0.0	372	20338			True
NOR__SAMEA8914592	BG::SAMEA8914592	global_background	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary	NOR	Norway	Europe	2015-01-01	2015-12-31	year	2015			others	published_background_annotation_not_model_lineage	SAMEA8914592-ERR6096435	SAMEA8914592		ERR6096435	ena_fastq_download				;						PASS	True	2026-07-24	ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/005/ERR6096435/ERR6096435_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/005/ERR6096435/ERR6096435_2.fastq.gz	174344816;177377313	PAIRED	4008470	598894075	PRJEB45681	SAMEA8914592	2015	Norway	ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/005/ERR6096435/ERR6096435_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/005/ERR6096435/ERR6096435_2.fastq.gz	174344816;177377313	351722129	resolved_streamed_fastq_subset	PASS			100000	paired_reads						0.897893		True
NOR__SAMEA10058016	BG::SAMEA10058016	global_background	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary	NOR	Norway	Europe	2016-01-01	2016-12-31	year	2016			MS-MT28	published_background_annotation_not_model_lineage	SAMEA10058016-ERR6722811	SAMEA10058016		ERR6722811	legacy_read_assembly										PASS	True	2026-07-24												0	resolved_legacy_read_assembly					assembly	3879951	67.75101025760377	0.0	346	22091			True
NOR__SAMEA8914600	BG::SAMEA8914600	global_background	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary	NOR	Norway	Europe	2016-01-01	2016-12-31	year	2016			ptxP3/fim3-1	published_background_annotation_not_model_lineage	SAMEA8914600-ERR6096443	SAMEA8914600		ERR6096443	ena_fastq_download				;						PASS	True	2026-07-24	ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/003/ERR6096443/ERR6096443_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/003/ERR6096443/ERR6096443_2.fastq.gz	114549216;116339307	PAIRED	2616118	391694840	PRJEB45681	SAMEA8914600	2016	Norway	ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/003/ERR6096443/ERR6096443_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/003/ERR6096443/ERR6096443_2.fastq.gz	114549216;116339307	230888523	resolved_streamed_fastq_subset	PASS			100000	paired_reads						0.897954		True
NOR__SAMEA10058021	BG::SAMEA10058021	global_background	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary	NOR	Norway	Europe	2017-01-01	2017-12-31	year	2017			United States Sublineage 1	published_background_annotation_not_model_lineage	SAMEA10058021-ERR6722816	SAMEA10058021		ERR6722816	ena_fastq_download				;						PASS	True	2026-07-24	ftp.sra.ebi.ac.uk/vol1/fastq/ERR672/006/ERR6722816/ERR6722816_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR672/006/ERR6722816/ERR6722816_2.fastq.gz	184061982;216703779	PAIRED	2467428	631327719	PRJEB47526	SAMEA10058021	2017-02-02	Norway	ftp.sra.ebi.ac.uk/vol1/fastq/ERR672/006/ERR6722816/ERR6722816_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR672/006/ERR6722816/ERR6722816_2.fastq.gz	184061982;216703779	400765761	resolved_streamed_fastq_subset	PASS			100000	paired_reads						0.809708		True
NOR__SAMEA10058023	BG::SAMEA10058023	global_background	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary	NOR	Norway	Europe	2017-01-01	2017-12-31	year	2017			MS-MT28	published_background_annotation_not_model_lineage	SAMEA10058023-ERR6722818	SAMEA10058023		ERR6722818	ena_fastq_download				;						PASS	True	2026-07-24	ftp.sra.ebi.ac.uk/vol1/fastq/ERR672/008/ERR6722818/ERR6722818_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR672/008/ERR6722818/ERR6722818_2.fastq.gz	197432601;240094280	PAIRED	2200978	631354287	PRJEB47526	SAMEA10058023	2017-05-09	Norway	ftp.sra.ebi.ac.uk/vol1/fastq/ERR672/008/ERR6722818/ERR6722818_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR672/008/ERR6722818/ERR6722818_2.fastq.gz	197432601;240094280	437526881	resolved_streamed_fastq_subset	PASS			100000	paired_reads						0.699534		True
NOR__SAMEA10058036	BG::SAMEA10058036	global_background	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary	NOR	Norway	Europe	2019-01-01	2019-12-31	year	2019			ptxP3/fim3-2	published_background_annotation_not_model_lineage	SAMEA10058036-ERR6722831	SAMEA10058036		ERR6722831	legacy_read_assembly										PASS	True	2026-07-24												0	resolved_legacy_read_assembly					assembly	3875099	67.77563618374653	0.0	325	21014			True
NOR__SAMEA10058038	BG::SAMEA10058038	global_background	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary	NOR	Norway	Europe	2019-01-01	2019-12-31	year	2019			ptxP3/fim3-1	published_background_annotation_not_model_lineage	SAMEA10058038-ERR6722833	SAMEA10058038		ERR6722833	ena_fastq_download				;						PASS	True	2026-07-24	ftp.sra.ebi.ac.uk/vol1/fastq/ERR672/003/ERR6722833/ERR6722833_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR672/003/ERR6722833/ERR6722833_2.fastq.gz	73979684;76531907	PAIRED	1693738	255754438	PRJEB47526	SAMEA10058038	2019-05-23	Norway	ftp.sra.ebi.ac.uk/vol1/fastq/ERR672/003/ERR6722833/ERR6722833_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR672/003/ERR6722833/ERR6722833_2.fastq.gz	73979684;76531907	150511591	resolved_streamed_fastq_subset	PASS			100000	paired_reads						0.815234		True
POL__SAMEA1931348	BG::SAMEA1931348	global_background	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary	POL	Poland	Europe	1963-01-01	1963-12-31	year	1963			ptxP1/fim3-1	published_background_annotation_not_model_lineage	SAMEA1931348-ERR361856	SAMEA1931348	GCA_001331055.1	ERR361856	ncbi_assembly_download					3828670	68	375	16152	ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	3828670	67.85217843271946	0.0011176204791742302	302	18956			True
POL__SAMEA751394	BG::SAMEA751394	global_background	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary	POL	Poland	Europe	1997-01-01	1997-12-31	year	1997			ptxP1/fim3-1	published_background_annotation_not_model_lineage	SAMEA751394-ERR019600	SAMEA751394	GCA_001319265.1	ERR019600	ncbi_assembly_download					3777917	68	863	7631	ok	FAIL_ASSEMBLY_QC	True	2026-07-24												0	resolved_ncbi_assembly					assembly	3777917	67.70866061906601	0.0010876363879884074	801	8022		contigs	False
RUS__SAMEA1931720	BG::SAMEA1931720	global_background	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary	RUS	Russia	Europe	2001-01-01	2001-12-31	year	2001			ptxP1/fim3-1	published_background_annotation_not_model_lineage	SAMEA1931720-ERR361866	SAMEA1931720	GCA_001331135.1	ERR361866	ncbi_assembly_download					3681281	67.5	1140	5957	ok	FAIL_ASSEMBLY_QC	True	2026-07-24												0	resolved_ncbi_assembly					assembly	3681281	66.45415006352408	0.016098743888336695	808	7658		contigs	False
SEN__SAMEA751275	BG::SAMEA751275	global_background	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary	SEN	Senegal	Africa	1993-01-01	1993-12-31	year	1993			ptxP1/fim3-1	published_background_annotation_not_model_lineage	SAMEA751275-ERR019589	SAMEA751275		ERR019589	ena_fastq_download				;						PASS	True	2026-07-24	ftp.sra.ebi.ac.uk/vol1/fastq/ERR019/ERR019589/ERR019589_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR019/ERR019589/ERR019589_2.fastq.gz	162933434;152853808	PAIRED	3384862	389259130	PRJEB2274	SAMEA751275	1993	Senegal	ftp.sra.ebi.ac.uk/vol1/fastq/ERR019/ERR019589/ERR019589_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR019/ERR019589/ERR019589_2.fastq.gz	162933434;152853808	315787242	resolved_streamed_fastq_subset	PASS			100000	paired_reads						0.826786		True
SWE__SAMEA751314	BG::SAMEA751314	global_background	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary	SWE	Sweden	Europe	1970-01-01	1970-12-31	year	1970			ptxP1/fim3-1	published_background_annotation_not_model_lineage	SAMEA751314-ERR037415	SAMEA751314	GCA_001332295.1	ERR037415	ncbi_assembly_download					3834055	68	316	18628	ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	3834055	67.91159751229442	0.00018466088775460966	304	18635			True
SWE__SAMEA751318	BG::SAMEA751318	global_background	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary	SWE	Sweden	Europe	1970-01-01	1970-12-31	year	1970			ptxP1/fim3-1	published_background_annotation_not_model_lineage	SAMEA751318-ERR037417	SAMEA751318	GCA_001332335.1	ERR037417	ncbi_assembly_download					3780318	68	595	11537	ok	FAIL_ASSEMBLY_QC	True	2026-07-24												0	resolved_ncbi_assembly					assembly	3780318	67.61806810961406	0.0028217202891396968	529	11990		contigs	False
SWE__SAMEA751294	BG::SAMEA751294	global_background	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary	SWE	Sweden	Europe	1999-01-01	1999-12-31	year	1999			ptxP3/fim3-1	published_background_annotation_not_model_lineage	SAMEA751294-ERR028829	SAMEA751294	GCA_001332255.1	ERR028829	ncbi_assembly_download					3813413	68	354	17389	ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	3813413	67.87457849438286	0.0004135403115267085	329	18418			True
SWE__SAMEA751357	BG::SAMEA751357	global_background	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary	SWE	Sweden	Europe	1999-01-01	1999-12-31	year	1999			ptxP3/fim3-1	published_background_annotation_not_model_lineage	SAMEA751357-ERR028823	SAMEA751357	GCA_001332515.1	ERR028823	ncbi_assembly_download					3755318	68	814	7925	ok	FAIL_ASSEMBLY_QC	True	2026-07-24												0	resolved_ncbi_assembly					assembly	3755318	67.63786715266191	0.0017577739088940004	768	7988		contigs	False
SWE__SAMEA751288	BG::SAMEA751288	global_background	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary	SWE	Sweden	Europe	2000-01-01	2000-12-31	year	2000			ptxP1/fim3-1	published_background_annotation_not_model_lineage	SAMEA751288-ERR028826	SAMEA751288	GCA_001332215.1	ERR028826	ncbi_assembly_download					3753960	67.5	929	7183	ok	FAIL_ASSEMBLY_QC	True	2026-07-24												0	resolved_ncbi_assembly					assembly	3753960	67.54291468209571	0.002599921149932338	868	7601		contigs	False
SWE__SAMEA751343	BG::SAMEA751343	global_background	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary	SWE	Sweden	Europe	2002-01-01	2002-12-31	year	2002			ptxP1/fim3-1	published_background_annotation_not_model_lineage	SAMEA751343-ERR028828	SAMEA751343	GCA_001332475.1	ERR028828	ncbi_assembly_download					3759871	67.5	900	7446	ok	FAIL_ASSEMBLY_QC	True	2026-07-24												0	resolved_ncbi_assembly					assembly	3759871	67.61080366853011	0.001876660130094889	848	7705		contigs	False
SWE__SAMEA751309	BG::SAMEA751309	global_background	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary	SWE	Sweden	Europe	2004-01-01	2004-12-31	year	2004			ptxP3/fim3-2	published_background_annotation_not_model_lineage	SAMEA751309-ERR028832	SAMEA751309	GCA_001332275.1	ERR028832	ncbi_assembly_download					3776137	68	668	9913	ok	FAIL_ASSEMBLY_QC	True	2026-07-24												0	resolved_ncbi_assembly					assembly	3776137	67.67866208244034	0.0018280586747779542	616	10540		contigs	False
SWE__SAMN03566783	BG::SAMN03566783	global_background	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary	SWE	Sweden	Europe	2009-01-01	2009-12-31	year	2009			ptxP3/fim3-2	published_background_annotation_not_model_lineage	SAMN03566783-GCA_001307645.1	SAMN03566783	GCA_001307645		ncbi_assembly_download					4104305	67.5	1	4104305	ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	4104305	67.70856454381436	0.0	1	4104305			True
